Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,year,Type,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
avery bradley,26.0,BOS,SG,18.0,18.0,35.8,6.7,15.1,0.441,2.2,6.3,0.351,4.4,8.8,0.506,0.515,1.2,1.5,0.778,1.0,2.9,3.9,2.3,1.3,0.2,1.7,2.2,16.7,2017,Playoffs,12.0,0.53,0.419,0.099,3.2,10.0,6.4,10.4,1.8,0.4,9.8,22.1,-0.1,0.3,0.2,0.016,-0.5,-1.6,-2.1,0.0
lamarcus aldridge,31.0,SAS,PF,16.0,16.0,33.6,6.9,15.0,0.458,0.1,0.9,0.143,6.8,14.1,0.478,0.463,2.6,3.4,0.764,2.7,4.8,7.4,1.5,0.6,1.0,1.8,2.6,16.5,2017,Playoffs,15.2,0.5,0.058,0.229,8.9,17.0,12.8,7.2,1.0,2.9,9.6,24.1,0.2,0.4,0.6,0.058,-0.9,-0.8,-1.7,0.0
al horford,30.0,BOS,C,18.0,18.0,33.9,6.2,10.6,0.584,1.5,2.9,0.519,4.7,7.7,0.609,0.655,1.2,1.6,0.759,1.7,4.8,6.6,5.4,0.8,0.8,1.8,1.8,15.1,2017,Playoffs,20.1,0.668,0.274,0.153,5.8,17.3,11.3,25.9,1.3,2.0,14.0,17.5,1.7,0.4,2.1,0.165,4.4,1.5,5.9,1.2
klay thompson,26.0,GSW,SG,17.0,17.0,35.1,5.5,13.9,0.397,2.4,6.2,0.387,3.1,7.7,0.405,0.483,1.5,1.9,0.788,0.6,3.2,3.9,2.1,0.8,0.3,1.4,2.6,15.0,2017,Playoffs,9.3,0.507,0.447,0.139,2.1,9.3,6.0,8.0,1.1,0.7,8.7,19.8,-0.1,0.7,0.6,0.049,-1.4,-1.8,-3.3,-0.2
serge ibaka,27.0,TOR,PF,10.0,10.0,30.7,6.0,13.0,0.462,1.2,3.8,0.316,4.8,9.2,0.522,0.508,1.1,1.3,0.846,0.9,5.6,6.5,1.4,0.4,1.7,1.1,3.7,14.3,2017,Playoffs,14.4,0.527,0.292,0.1,3.6,21.9,12.8,8.4,0.7,5.1,7.5,22.4,0.0,0.4,0.4,0.065,-0.5,0.8,0.3,0.2
jae crowder,26.0,BOS,SF,18.0,18.0,33.1,4.8,11.1,0.435,1.7,4.9,0.352,3.1,6.2,0.5,0.513,2.2,2.7,0.833,1.1,5.3,6.4,2.7,1.1,0.3,0.7,2.9,13.6,2017,Playoffs,14.5,0.554,0.44,0.24,3.8,19.3,11.3,12.4,1.6,0.9,5.1,17.7,0.9,0.4,1.3,0.108,0.4,-0.1,0.3,0.3
draymond green,26.0,GSW,PF,17.0,17.0,34.9,4.2,9.5,0.447,1.9,4.6,0.41,2.4,4.9,0.482,0.547,2.7,3.9,0.687,1.2,7.9,9.1,6.5,1.8,1.6,2.1,3.5,13.1,2017,Playoffs,17.9,0.583,0.484,0.416,3.9,23.0,14.1,24.0,2.5,3.8,15.9,16.4,1.1,1.4,2.4,0.196,2.6,4.2,6.8,1.3
eric gordon,28.0,HOU,SG,11.0,2.0,32.5,4.6,11.0,0.421,2.5,6.4,0.386,2.2,4.6,0.471,0.533,1.2,1.6,0.722,0.5,3.5,3.9,2.0,0.7,0.5,1.3,1.8,12.9,2017,Playoffs,11.5,0.551,0.579,0.149,1.5,11.2,6.5,9.8,1.1,1.3,9.8,17.5,0.2,0.3,0.5,0.072,1.0,-0.6,0.4,0.2
joe johnson,35.0,UTA,SF,11.0,2.0,29.6,5.3,12.1,0.436,1.4,4.1,0.333,3.9,8.0,0.489,0.492,1.0,1.4,0.733,0.7,3.2,3.9,2.5,0.5,0.1,1.2,1.9,12.9,2017,Playoffs,12.1,0.509,0.338,0.113,2.9,12.9,7.9,14.7,1.0,0.3,8.5,22.3,-0.1,0.2,0.2,0.025,0.0,-0.7,-0.6,0.1
lou williams,30.0,HOU,SG,11.0,0.0,24.7,4.5,10.7,0.424,1.1,3.5,0.308,3.5,7.2,0.481,0.475,2.4,2.6,0.897,0.6,2.1,2.7,1.3,0.6,0.1,1.3,1.5,12.5,2017,Playoffs,12.6,0.528,0.331,0.246,2.9,8.9,6.0,8.8,1.3,0.3,9.7,23.4,0.1,0.2,0.3,0.052,0.0,-1.8,-1.7,0.0
otto porter,23.0,WAS,SF,13.0,13.0,32.9,4.5,8.4,0.532,0.8,3.0,0.282,3.6,5.4,0.671,0.583,2.4,2.7,0.886,1.2,5.8,6.9,1.8,1.6,0.5,0.8,2.0,12.2,2017,Playoffs,16.5,0.635,0.358,0.321,4.0,20.3,12.1,7.8,2.4,1.5,7.4,13.5,0.9,0.6,1.5,0.166,1.8,1.5,3.3,0.6
markieff morris,27.0,WAS,PF,13.0,13.0,28.7,4.5,11.2,0.407,1.1,2.9,0.368,3.5,8.2,0.421,0.455,1.9,2.4,0.806,1.4,5.0,6.4,1.7,0.9,1.3,1.6,3.5,12.1,2017,Playoffs,12.3,0.495,0.262,0.214,5.6,20.2,12.9,8.8,1.6,4.1,11.7,20.8,-0.1,0.5,0.4,0.052,-1.4,0.2,-1.2,0.1
jonas valanäiånas,24.0,TOR,C,10.0,6.0,22.6,4.4,8.1,0.543,0.0,0.1,0.0,4.4,8.0,0.55,0.543,2.4,3.3,0.727,0.9,5.8,6.7,0.2,0.2,0.6,1.3,2.2,11.2,2017,Playoffs,15.6,0.586,0.012,0.407,4.9,30.8,17.9,1.6,0.5,2.4,12.0,22.5,0.1,0.3,0.4,0.081,-1.0,-0.8,-1.8,0.0
patrick beverley,28.0,HOU,SG,11.0,11.0,29.5,4.1,9.9,0.413,1.9,4.7,0.404,2.2,5.2,0.421,0.509,1.0,1.3,0.786,1.9,3.6,5.5,3.0,1.5,0.2,1.6,3.5,11.1,2017,Playoffs,13.2,0.53,0.477,0.128,7.2,13.0,10.1,16.1,2.5,0.5,13.5,18.0,0.2,0.4,0.7,0.099,0.9,0.6,1.5,0.3
trevor ariza,31.0,HOU,SF,11.0,11.0,37.5,3.7,8.8,0.423,2.1,5.5,0.377,1.6,3.3,0.5,0.541,1.2,1.3,0.929,0.7,4.4,5.1,2.1,1.3,0.2,0.8,2.3,10.7,2017,Playoffs,10.5,0.572,0.629,0.144,2.1,12.2,7.3,8.3,1.7,0.4,8.0,11.9,0.4,0.4,0.9,0.101,0.3,0.7,1.0,0.3
clint capela,22.0,HOU,C,11.0,11.0,26.0,4.2,7.5,0.561,0.0,0.1,0.0,4.2,7.4,0.568,0.561,2.2,3.5,0.615,2.4,6.4,8.7,1.1,0.7,2.5,0.7,2.5,10.5,2017,Playoffs,21.1,0.585,0.012,0.476,10.1,25.8,18.1,6.9,1.4,7.5,7.5,16.5,0.6,0.6,1.2,0.199,2.4,2.1,4.4,0.5
jonathon simmons,27.0,SAS,SG,15.0,4.0,20.4,4.1,9.1,0.456,0.9,2.5,0.351,3.3,6.6,0.495,0.504,1.4,2.1,0.677,0.6,1.3,1.9,1.9,0.6,0.1,0.7,2.0,10.5,2017,Playoffs,15.0,0.528,0.272,0.228,3.3,7.5,5.3,15.3,1.5,0.6,6.8,23.2,0.4,0.2,0.6,0.09,0.2,0.4,0.6,0.2
patty mills,28.0,SAS,PG,16.0,6.0,26.0,3.6,8.8,0.407,2.0,5.6,0.36,1.6,3.2,0.49,0.521,1.2,1.4,0.864,0.3,1.8,2.1,2.7,0.8,0.1,1.3,2.1,10.3,2017,Playoffs,11.6,0.551,0.636,0.157,1.3,8.4,4.7,15.1,1.6,0.2,12.3,18.2,0.4,0.2,0.6,0.07,-0.4,-0.3,-0.7,0.1
ryan anderson,28.0,HOU,PF,11.0,9.0,30.5,3.3,8.4,0.391,1.5,5.5,0.283,1.7,2.9,0.594,0.484,1.3,1.5,0.875,1.4,3.8,5.2,0.6,0.4,0.2,0.8,2.2,9.4,2017,Playoffs,8.5,0.52,0.652,0.174,4.9,13.2,9.2,3.1,0.6,0.5,8.3,14.1,0.1,0.3,0.4,0.058,-0.8,-2.0,-2.7,-0.1
kelly olynyk,25.0,BOS,C,18.0,2.0,19.2,3.6,6.9,0.512,0.8,2.6,0.319,2.7,4.3,0.628,0.572,1.2,1.7,0.733,0.8,2.4,3.2,1.9,0.7,0.8,1.2,2.6,9.2,2017,Playoffs,16.2,0.597,0.376,0.24,4.6,15.1,9.6,16.1,1.9,3.5,13.7,21.0,0.4,0.3,0.7,0.093,-0.1,1.1,1.0,0.3
rodney hood,24.0,UTA,SG,11.0,0.0,25.2,3.4,9.5,0.352,1.2,4.5,0.26,2.2,5.0,0.436,0.414,1.0,1.6,0.611,0.1,2.6,2.7,1.1,0.5,0.0,0.9,2.7,8.9,2017,Playoffs,4.7,0.434,0.476,0.171,0.4,12.6,6.5,7.1,0.9,0.0,8.1,21.1,-0.6,0.2,-0.4,-0.069,-4.4,-1.7,-6.1,-0.3
bojan bogdanoviä,27.0,WAS,SF,13.0,0.0,20.3,2.8,6.7,0.414,1.2,3.5,0.356,1.5,3.2,0.476,0.506,2.1,2.5,0.844,0.8,3.5,4.3,0.7,0.5,0.1,0.6,1.3,8.8,2017,Playoffs,13.6,0.569,0.517,0.368,4.4,20.2,12.3,4.9,1.1,0.3,7.3,17.8,0.4,0.2,0.6,0.113,1.3,-1.3,0.0,0.1
marcus smart,22.0,BOS,SG,18.0,3.0,29.9,2.6,7.4,0.351,1.6,4.1,0.397,1.0,3.4,0.295,0.459,1.8,2.8,0.64,1.3,3.4,4.7,4.7,1.5,0.9,2.1,2.8,8.6,2017,Playoffs,11.8,0.497,0.545,0.373,4.8,14.0,9.3,22.3,2.6,2.6,19.6,16.4,0.0,0.5,0.5,0.046,-1.3,1.3,0.0,0.3
tristan thompson,25.0,CLE,C,18.0,18.0,31.2,3.0,5.1,0.587,0.0,0.0,0.0,3.0,5.1,0.587,0.587,2.2,3.3,0.667,3.8,4.5,8.3,1.4,0.5,0.7,1.2,2.0,8.2,2017,Playoffs,14.5,0.625,0.0,0.652,15.1,16.0,15.5,6.1,0.8,1.9,15.1,11.1,1.3,0.4,1.8,0.15,0.7,-0.9,-0.1,0.3
marcin gortat,32.0,WAS,C,13.0,13.0,31.5,3.6,7.2,0.505,0.0,0.0,0.0,3.6,7.2,0.505,0.505,0.8,1.4,0.611,4.0,7.0,11.0,1.8,0.4,1.5,1.3,3.1,8.1,2017,Playoffs,14.0,0.52,0.0,0.194,14.6,25.8,20.2,8.2,0.6,4.4,14.4,12.4,0.4,0.5,0.9,0.107,-0.6,-0.5,-1.1,0.1
jr smith,31.0,CLE,SG,18.0,18.0,27.1,2.8,5.5,0.505,2.2,4.4,0.5,0.6,1.1,0.526,0.707,0.3,0.6,0.455,0.3,2.1,2.3,0.7,0.7,0.3,0.7,2.3,8.1,2017,Playoffs,9.9,0.698,0.808,0.111,1.3,8.4,5.0,3.6,1.3,1.0,10.4,10.6,0.7,0.3,1.0,0.095,-0.1,0.6,0.5,0.3
cory joseph,25.0,TOR,PG,10.0,2.0,21.2,3.1,7.1,0.437,0.9,2.2,0.409,2.2,4.9,0.449,0.5,0.8,0.8,1.0,0.4,1.7,2.1,3.1,0.4,0.2,1.4,1.7,7.9,2017,Playoffs,11.4,0.53,0.31,0.113,2.3,9.6,6.0,24.8,1.0,0.9,15.8,19.6,0.0,0.2,0.2,0.035,-0.8,-1.1,-1.9,0.0
danny green,29.0,SAS,SG,16.0,16.0,27.3,2.8,6.9,0.405,1.6,4.8,0.342,1.2,2.2,0.543,0.523,0.5,0.9,0.571,0.8,2.8,3.6,1.4,0.6,0.9,1.1,1.9,7.8,2017,Playoffs,9.6,0.529,0.685,0.126,3.3,12.2,7.6,7.3,1.2,3.4,12.7,13.6,0.1,0.3,0.5,0.051,-0.4,1.3,0.9,0.3
pau gasol,36.0,SAS,C,16.0,7.0,22.8,3.1,7.1,0.439,0.4,1.1,0.333,2.8,6.0,0.458,0.465,1.1,1.5,0.708,2.4,4.7,7.1,1.9,0.4,0.9,1.1,2.2,7.7,2017,Playoffs,15.1,0.494,0.158,0.211,11.9,24.7,18.0,12.4,1.0,4.1,12.6,17.3,0.3,0.4,0.7,0.093,-0.2,0.5,0.3,0.2
derrick favors,25.0,UTA,PF,11.0,2.0,20.5,3.3,5.6,0.581,0.0,0.0,0.0,3.3,5.6,0.581,0.581,1.0,2.1,0.478,1.4,4.1,5.5,0.9,0.7,0.5,0.4,2.3,7.5,2017,Playoffs,17.0,0.575,0.0,0.371,8.0,24.1,16.0,7.6,1.9,2.4,5.3,16.1,0.4,0.3,0.7,0.145,0.8,2.0,2.8,0.3
gerald green,31.0,BOS,SF,13.0,7.0,14.8,2.6,5.5,0.472,1.6,3.5,0.467,1.0,2.1,0.481,0.618,0.6,0.7,0.889,0.2,1.4,1.5,0.7,0.2,0.1,0.5,1.6,7.5,2017,Playoffs,13.3,0.638,0.625,0.125,1.2,11.4,6.1,7.6,0.8,0.4,8.4,19.6,0.3,0.0,0.3,0.076,1.3,-1.2,0.1,0.1
channing frye,33.0,CLE,C,12.0,0.0,12.8,2.6,5.0,0.517,1.7,3.3,0.513,0.9,1.8,0.524,0.683,0.5,0.6,0.857,0.0,1.8,1.8,1.1,0.3,0.3,0.2,0.9,7.3,2017,Playoffs,21.3,0.698,0.65,0.117,0.0,15.8,8.3,13.0,1.0,2.2,3.1,18.8,0.6,0.1,0.7,0.23,6.3,1.0,7.3,0.4
andre iguodala,33.0,GSW,SF,16.0,0.0,26.2,2.9,6.3,0.455,0.5,2.6,0.19,2.4,3.7,0.644,0.495,0.9,1.6,0.577,0.6,3.5,4.1,3.2,0.9,0.4,1.0,1.8,7.2,2017,Playoffs,10.5,0.511,0.416,0.257,2.5,13.5,8.4,15.5,1.6,1.4,12.5,13.2,0.2,0.6,0.9,0.099,-1.2,1.3,0.1,0.2
ian clark,25.0,GSW,SG,16.0,0.0,13.7,2.5,4.9,0.506,0.8,2.3,0.361,1.7,2.7,0.628,0.589,1.0,1.1,0.941,0.3,1.4,1.6,0.7,0.4,0.0,0.7,1.1,6.8,2017,Playoffs,13.6,0.63,0.456,0.215,2.1,10.1,6.4,7.1,1.3,0.0,11.3,19.1,0.3,0.3,0.6,0.122,-0.6,-0.3,-0.9,0.1
manu ginã³bili,39.0,SAS,SG,16.0,1.0,17.8,2.5,6.1,0.412,0.6,2.5,0.225,1.9,3.6,0.544,0.459,1.1,1.4,0.739,0.6,1.8,2.4,2.4,1.0,0.1,0.8,1.8,6.6,2017,Playoffs,14.1,0.495,0.412,0.237,3.9,12.3,7.9,20.1,2.9,0.7,10.1,18.6,0.3,0.3,0.5,0.092,-1.2,2.2,1.0,0.2
joe ingles,29.0,UTA,SF,11.0,11.0,30.4,2.3,5.6,0.403,1.4,3.7,0.366,0.9,1.9,0.476,0.524,0.5,0.8,0.667,0.2,3.5,3.7,3.3,2.0,0.5,1.5,2.5,6.5,2017,Playoffs,10.2,0.538,0.661,0.145,0.7,14.1,7.4,16.1,3.4,1.3,19.5,11.7,0.0,0.5,0.4,0.064,-1.6,3.3,1.7,0.3
javale mcgee,29.0,GSW,C,16.0,1.0,9.3,2.6,3.5,0.732,0.0,0.0,0.0,2.6,3.5,0.732,0.732,0.8,1.1,0.722,1.4,1.6,3.0,0.3,0.1,0.9,0.5,1.9,5.9,2017,Playoffs,26.9,0.743,0.0,0.321,17.1,17.6,17.4,4.3,0.6,8.2,11.1,20.7,0.6,0.3,0.9,0.295,2.3,1.7,4.0,0.2
kyle korver,35.0,CLE,SG,18.0,0.0,18.1,1.9,4.4,0.425,1.5,3.8,0.391,0.4,0.6,0.636,0.594,0.6,0.6,1.0,0.1,1.6,1.7,0.7,0.4,0.3,0.4,1.2,5.8,2017,Playoffs,10.2,0.622,0.863,0.125,0.8,9.5,5.4,5.3,1.1,1.3,7.7,12.5,0.4,0.2,0.6,0.094,0.6,-1.0,-0.4,0.1
kelly oubre jr,21.0,WAS,SF,12.0,0.0,15.3,2.2,5.1,0.426,0.9,2.5,0.367,1.3,2.6,0.484,0.516,0.6,0.8,0.7,0.8,1.6,2.3,0.3,0.8,0.4,0.6,3.2,5.8,2017,Playoffs,10.3,0.535,0.492,0.164,5.6,12.0,8.8,3.2,2.7,2.5,9.7,17.0,0.1,0.2,0.3,0.078,-2.7,0.8,-2.0,0.0
boris diaw,34.0,UTA,PF,11.0,9.0,18.5,2.2,4.4,0.5,0.5,1.3,0.429,1.6,3.1,0.529,0.563,0.8,0.9,0.9,0.3,1.6,1.9,2.0,0.6,0.4,1.3,1.1,5.7,2017,Playoffs,11.9,0.601,0.292,0.208,1.8,10.7,6.2,17.4,1.8,1.8,21.1,15.6,0.1,0.2,0.3,0.061,-0.1,1.8,1.7,0.2
dejounte murray,20.0,SAS,PG,11.0,2.0,15.3,2.1,5.5,0.377,0.0,0.3,0.0,2.1,5.3,0.397,0.377,1.5,2.3,0.68,0.4,2.1,2.5,2.5,1.5,0.1,1.5,1.3,5.7,2017,Playoffs,12.7,0.438,0.049,0.41,2.6,16.5,9.3,23.4,4.9,0.6,18.2,23.2,-0.3,0.3,0.0,0.004,-4.0,2.6,-1.4,0.0
terry rozier,22.0,BOS,PG,17.0,0.0,16.3,1.9,4.8,0.402,0.8,2.2,0.368,1.1,2.6,0.432,0.488,0.9,1.2,0.8,0.7,1.9,2.6,1.9,0.6,0.2,0.6,1.2,5.6,2017,Playoffs,13.4,0.529,0.463,0.244,4.9,14.0,9.3,17.1,2.0,1.2,9.9,16.5,0.3,0.2,0.5,0.085,0.0,0.5,0.5,0.2
kyle anderson,23.0,SAS,SF,15.0,1.0,13.0,2.4,4.3,0.563,0.2,0.7,0.3,2.2,3.6,0.611,0.586,0.5,0.7,0.727,0.8,2.3,3.1,1.7,0.7,0.1,0.5,0.5,5.5,2017,Playoffs,21.6,0.603,0.156,0.172,6.8,21.0,13.6,20.1,2.6,1.0,9.2,17.2,0.5,0.2,0.8,0.187,3.5,3.3,6.8,0.4
shaun livingston,31.0,GSW,PG,14.0,0.0,15.7,2.4,4.2,0.576,0.0,0.0,0.0,2.4,4.2,0.576,0.576,0.4,0.5,0.714,0.7,1.4,2.1,1.4,0.4,0.1,0.7,1.7,5.2,2017,Playoffs,11.0,0.588,0.0,0.119,5.3,8.7,7.1,12.3,1.1,0.7,13.9,14.1,0.2,0.3,0.5,0.109,-1.6,0.3,-1.3,0.0
zaza pachulia,32.0,GSW,C,15.0,15.0,14.1,2.1,4.0,0.533,0.0,0.1,0.0,2.1,3.9,0.542,0.533,0.9,1.1,0.765,1.2,2.6,3.8,0.8,0.5,0.3,0.9,2.1,5.1,2017,Playoffs,12.5,0.571,0.017,0.283,9.8,18.6,14.5,7.6,1.8,1.5,17.2,16.5,0.1,0.4,0.5,0.12,-2.5,0.7,-1.9,0.0
jaylen brown,20.0,BOS,SF,17.0,0.0,12.6,2.0,4.2,0.479,0.3,1.4,0.217,1.7,2.8,0.604,0.514,0.7,1.1,0.667,0.7,1.4,2.1,0.8,0.4,0.1,0.8,1.5,5.0,2017,Playoffs,10.6,0.539,0.324,0.254,6.3,13.5,9.8,9.5,1.4,0.8,14.1,19.4,0.0,0.1,0.1,0.022,-2.8,-1.0,-3.8,-0.1
pj tucker,31.0,TOR,SF,10.0,1.0,25.1,1.8,4.9,0.367,0.9,2.8,0.321,0.9,2.1,0.429,0.459,0.5,0.8,0.625,1.5,4.2,5.7,1.1,0.6,0.3,0.8,2.7,5.0,2017,Playoffs,7.6,0.476,0.571,0.163,7.3,20.1,13.7,6.6,1.2,1.1,13.2,11.3,0.0,0.3,0.2,0.045,-2.6,0.4,-2.2,0.0
david west,36.0,GSW,C,17.0,0.0,13.0,2.0,3.5,0.576,0.1,0.1,0.5,1.9,3.4,0.579,0.585,0.4,0.5,0.778,0.4,2.3,2.7,2.1,0.4,0.8,0.6,1.5,4.5,2017,Playoffs,16.6,0.604,0.034,0.153,3.7,17.8,11.2,22.0,1.5,4.8,13.7,14.2,0.4,0.4,0.9,0.185,1.1,3.9,5.0,0.4
iman shumpert,26.0,CLE,SG,17.0,0.0,16.2,1.5,3.5,0.417,0.6,1.5,0.385,0.9,2.0,0.441,0.5,0.8,1.0,0.824,0.4,2.4,2.8,0.9,0.6,0.2,0.4,1.9,4.4,2017,Playoffs,9.9,0.548,0.433,0.283,2.7,16.5,10.0,7.6,1.8,0.9,8.2,11.9,0.3,0.3,0.6,0.098,-2.2,1.3,-0.9,0.1
deron williams,32.0,CLE,PG,18.0,0.0,14.6,1.6,3.6,0.438,0.7,1.7,0.387,0.9,1.8,0.485,0.531,0.6,0.6,0.909,0.2,1.1,1.3,2.1,0.6,0.1,0.9,1.6,4.3,2017,Playoffs,10.0,0.567,0.484,0.172,1.4,8.5,5.1,19.4,1.9,0.3,19.8,14.6,0.2,0.2,0.4,0.073,-1.9,-0.5,-2.4,0.0
demarre carroll,30.0,TOR,SF,10.0,7.0,15.5,1.5,3.7,0.405,0.7,2.2,0.318,0.8,1.5,0.533,0.5,0.5,0.9,0.556,0.4,2.3,2.7,0.5,0.8,0.5,0.5,1.3,4.2,2017,Playoffs,10.4,0.513,0.595,0.243,3.2,17.8,10.5,5.1,2.7,2.9,10.9,13.9,-0.1,0.2,0.2,0.06,-1.3,2.2,0.9,0.1
david lee,33.0,SAS,PF,15.0,4.0,16.3,1.7,3.2,0.521,0.0,0.1,0.0,1.7,3.1,0.532,0.521,0.7,1.1,0.647,1.3,2.5,3.8,0.7,0.3,0.3,0.4,1.3,4.1,2017,Playoffs,12.1,0.55,0.021,0.354,9.1,18.2,13.4,6.2,0.8,2.0,9.8,11.1,0.3,0.2,0.5,0.098,-0.5,-0.1,-0.6,0.1
patrick mccaw,21.0,GSW,SG,15.0,3.0,12.1,1.4,3.2,0.438,0.5,1.5,0.348,0.9,1.7,0.52,0.521,0.7,0.9,0.846,0.7,1.5,2.2,1.1,0.6,0.2,0.2,0.9,4.1,2017,Playoffs,14.8,0.568,0.479,0.271,6.4,12.8,9.8,11.4,2.4,1.3,5.3,13.5,0.4,0.3,0.7,0.18,0.3,2.3,2.6,0.2
richard jefferson,36.0,CLE,SF,14.0,0.0,12.8,1.1,2.7,0.421,0.4,1.4,0.263,0.8,1.4,0.579,0.487,1.3,2.0,0.643,0.7,1.1,1.8,0.5,0.1,0.2,0.6,2.1,3.9,2017,Playoffs,7.6,0.547,0.5,0.737,6.9,9.3,8.1,5.1,0.6,1.4,13.7,14.5,0.1,0.1,0.2,0.059,-3.5,-1.5,-5.0,-0.1
jason smith,30.0,WAS,C,13.0,0.0,12.1,1.5,3.0,0.487,0.2,0.8,0.3,1.2,2.2,0.552,0.526,0.8,1.1,0.714,0.8,1.5,2.2,0.3,0.2,0.5,0.8,2.3,3.9,2017,Playoffs,8.6,0.565,0.256,0.359,7.3,14.0,10.7,3.6,0.6,4.1,18.1,15.1,0.0,0.1,0.2,0.047,-4.5,-1.0,-5.5,-0.1
dewayne dedmon,27.0,SAS,C,12.0,3.0,8.1,1.2,1.9,0.609,0.0,0.0,0.0,1.2,1.9,0.609,0.609,1.4,2.7,0.531,1.8,2.2,3.9,0.3,0.2,0.3,0.7,1.3,3.8,2017,Playoffs,21.7,0.607,0.0,1.391,24.0,32.3,28.0,4.6,1.1,3.1,17.7,20.6,0.2,0.1,0.3,0.17,0.8,-0.5,0.2,0.1
jonas jerebko,29.0,BOS,PF,12.0,0.0,10.7,1.3,2.6,0.484,0.4,1.3,0.333,0.8,1.3,0.625,0.565,0.7,0.7,1.0,0.6,1.8,2.4,1.0,0.4,0.3,0.5,1.1,3.6,2017,Playoffs,15.1,0.623,0.484,0.258,6.2,20.8,13.3,13.8,2.0,2.0,14.8,14.4,0.2,0.1,0.3,0.127,0.0,2.1,2.1,0.1
patrick patterson,27.0,TOR,PF,10.0,1.0,18.5,1.0,3.6,0.278,0.8,2.6,0.308,0.2,1.0,0.2,0.389,0.6,0.6,1.0,0.1,1.9,2.0,2.0,0.7,0.2,0.6,0.4,3.4,2017,Playoffs,7.9,0.44,0.722,0.167,0.7,12.3,6.5,15.9,2.0,1.0,13.4,11.3,-0.1,0.2,0.1,0.027,-0.6,1.2,0.6,0.1
tyler zeller,27.0,BOS,C,11.0,0.0,7.1,1.2,2.3,0.52,0.0,0.0,0.0,1.2,2.3,0.52,0.52,0.5,0.7,0.75,0.7,1.0,1.7,0.7,0.0,0.2,0.4,0.6,2.9,2017,Playoffs,15.8,0.561,0.0,0.32,11.6,17.1,14.3,16.3,0.0,2.2,12.3,18.9,0.1,0.0,0.2,0.099,-0.2,-1.0,-1.2,0.0
dävis bertäns,24.0,SAS,PF,13.0,0.0,8.6,0.9,2.1,0.444,0.6,1.5,0.4,0.3,0.5,0.571,0.593,0.3,0.5,0.667,0.4,1.2,1.5,0.2,0.2,0.3,0.5,0.5,2.8,2017,Playoffs,11.7,0.607,0.741,0.222,5.0,16.1,10.3,3.7,1.4,3.5,16.8,14.1,0.1,0.1,0.2,0.076,0.0,0.0,0.0,0.1
brandon jennings,27.0,WAS,PG,13.0,0.0,13.7,1.1,2.8,0.389,0.2,1.0,0.154,0.9,1.8,0.522,0.417,0.5,0.6,0.875,0.4,1.1,1.5,1.8,0.2,0.0,0.6,1.0,2.8,2017,Playoffs,6.9,0.468,0.361,0.222,3.2,9.1,6.2,18.0,0.6,0.0,16.8,11.5,0.0,0.1,0.1,0.025,-3.7,-2.3,-6.0,-0.2
amir johnson,29.0,BOS,PF,14.0,9.0,10.1,1.1,2.1,0.5,0.1,0.2,0.333,1.0,1.9,0.519,0.517,0.4,0.6,0.625,1.2,0.9,2.1,0.2,0.3,0.4,0.4,1.7,2.6,2017,Playoffs,10.3,0.537,0.1,0.267,13.6,11.1,12.4,3.1,1.4,3.6,15.2,12.6,0.1,0.1,0.2,0.063,-3.9,-1.5,-5.4,-0.1
james michael mcadoo,24.0,GSW,PF,13.0,0.0,4.3,0.7,1.3,0.529,0.2,0.4,0.4,0.5,0.9,0.583,0.588,0.3,0.5,0.667,0.4,0.6,1.0,0.0,0.2,0.2,0.1,0.4,1.8,2017,Playoffs,16.5,0.611,0.294,0.353,10.3,14.4,12.5,0.0,1.7,2.9,4.8,15.8,0.1,0.1,0.2,0.182,0.2,0.3,0.5,0.0
dahntay jones,36.0,CLE,SF,10.0,0.0,3.3,0.5,1.0,0.5,0.1,0.2,0.5,0.4,0.8,0.5,0.55,0.5,0.5,1.0,0.1,0.6,0.7,0.1,0.0,0.1,0.1,0.7,1.6,2017,Playoffs,14.9,0.656,0.2,0.5,3.7,20.2,12.4,4.3,0.0,2.5,7.6,17.8,0.1,0.0,0.1,0.177,-2.0,0.3,-1.7,0.0
james young,21.0,BOS,SG,10.0,0.0,3.9,0.5,1.5,0.333,0.5,1.4,0.357,0.0,0.1,0.0,0.5,0.0,0.0,0.0,0.1,0.6,0.7,0.3,0.0,0.0,0.1,0.2,1.5,2017,Playoffs,9.1,0.5,0.933,0.0,2.9,18.6,10.5,11.5,0.0,0.0,6.3,18.6,0.0,0.0,0.0,0.014,0.2,-2.4,-2.2,0.0
matt barnes,36.0,GSW,SF,12.0,0.0,5.1,0.3,1.3,0.267,0.1,0.7,0.125,0.3,0.6,0.429,0.3,0.0,0.0,0.0,0.0,0.8,0.8,0.6,0.2,0.0,0.3,0.8,0.8,2017,Playoffs,0.8,0.3,0.533,0.0,0.0,14.9,8.0,13.8,1.6,0.0,16.7,12.7,-0.1,0.1,-0.1,-0.04,-6.6,-0.5,-7.1,-0.1
